Price Date,Open Price,High Price,Low Price,Close Price,Trade Value,Number Of Trades,Traded Quantity
26-02-2021,1269,1274.3,1244.75,1253.3,19014856542,296665,15132388
25-02-2021,1288.45,1299.75,1272,1274.55,11279133376,215308,8788221
24-02-2021,1260.05,1276.6,1252,1274.3,5740727001,125315,4537258
23-02-2021,1271.15,1291,1257.55,1266.35,8404181986,237023,6612942
22-02-2021,1295,1308.55,1260,1265.2,9455456934,205288,7371303
19-02-2021,1296.1,1299.5,1276.8,1291.3,6943924609,129418,5389696
18-02-2021,1276,1306,1275,1292.45,8316445821,178755,6437551
17-02-2021,1290.4,1294.5,1275,1281.3,5874133583,142040,4575741
16-02-2021,1314,1319.75,1286,1290.4,8951918994,285705,6896421
15-02-2021,1320,1328.4,1307.1,1309.65,5748561880,143342,4363513
12-02-2021,1305,1323.75,1301.55,1309.8,7608600803,142747,5797875
11-02-2021,1289,1296,1283.05,1292.65,6026438863,128045,4673317
10-02-2021,1295.8,1304.35,1283.6,1296.5,7697265668,175936,5951207
09-02-2021,1306.9,1332,1297.85,1305.55,10498269840,168139,7965949
08-02-2021,1285.5,1310,1275.5,1303.55,8943252910,198135,6921922
05-02-2021,1286.4,1288.75,1262,1272.1,6956468417,176339,5477481
04-02-2021,1285,1293.4,1272.05,1279.35,6446486331,148262,5032240
03-02-2021,1277.65,1304,1273,1284.65,10549003464,204774,8182968
02-02-2021,1280,1294.4,1263.6,1271.25,8789223157,168360,6892490
01-02-2021,1250.55,1277.95,1241,1260.9,11150104432,232672,8880279
29-01-2021,1286.25,1291.15,1231,1239.05,15269437395,268406,12183519
28-01-2021,1291.8,1296.45,1272.55,1276.2,5979774972,212130,4660690
27-01-2021,1319.6,1327.55,1285.1,1301,10646861260,285525,8133665
25-01-2021,1345,1347.9,1313,1325.1,8751273547,159466,6542611
22-01-2021,1327,1356,1326.55,1340.85,12971261022,188343,9646591
21-01-2021,1350,1361.05,1335,1339.7,8257354258,156050,6142421
20-01-2021,1320.55,1348.4,1320.55,1339.45,11009221846,195330,8225838
19-01-2021,1320,1331,1312,1316.65,7374694216,178275,5585744
18-01-2021,1338,1340,1306,1312.05,11702148822,230056,8861765
15-01-2021,1360,1364.45,1340,1344.95,20319423540,278300,15018441
14-01-2021,1360,1384,1318.45,1370.5,37411219055,530803,27521697
13-01-2021,1373.85,1392.8,1360,1387.15,19916243436,304458,14442997
12-01-2021,1378,1378,1360,1371.75,11382710088,264378,8309868
11-01-2021,1342.1,1383.35,1340,1376.2,28058554926,387124,20528626
08-01-2021,1278.25,1316.8,1278.25,1312.1,17117011225,227983,13186251
07-01-2021,1296,1297.65,1255.5,1262.15,13875416121,236192,10954918
06-01-2021,1300,1302,1268.05,1282.1,9226975582,178942,7161715
05-01-2021,1282,1299,1275.05,1293.8,10505964474,168537,8145280
04-01-2021,1269,1290,1261.15,1288.25,9214400329,189946,7208454
01-01-2021,1257.9,1265.5,1255.8,1260.45,5366530408,97445,4253550
31-12-2020,1243,1258.4,1239,1255.8,9283731808,117406,7430470
30-12-2020,1253,1253.3,1238.15,1246.8,6480283008.9,107704,5194690
29-12-2020,1235,1254.45,1235,1250.3,8572419679,132402,6878105
28-12-2020,1238.45,1248,1236,1240.3,5715406465,123013,4607051
24-12-2020,1249.9,1249.9,1226,1236.05,9042415623,172066,7313885
23-12-2020,1238,1258.85,1230.55,1253.05,19780713238,277251,15878346
22-12-2020,1182,1223.85,1176.1,1220.5,13085219235,249518,10901851
21-12-2020,1188,1209.75,1152.05,1177.3,12953347755,246658,10858352
18-12-2020,1182.85,1195,1175.6,1189.8,19002082922,279675,15995676
17-12-2020,1165.9,1168.9,1156.2,1159.2,7742601947,204147,6658153
16-12-2020,1160,1168.9,1153.6,1165.7,9040530195,158579,7788404
15-12-2020,1156,1163.7,1152,1154.6,7988669804,177326,6905926
14-12-2020,1169.4,1172.6,1148.2,1164.55,7802805824,186990,6728187
11-12-2020,1159.7,1171.95,1155.25,1163.2,12306503430,178023,10574009
10-12-2020,1157.4,1171.65,1150,1167.75,11046635083,295020,9488782
09-12-2020,1168.05,1179.5,1157,1175.2,11745774021,274494,10039346
08-12-2020,1145,1167,1145,1153.35,14206387607,272695,12308330
07-12-2020,1147.3,1153,1136,1143.5,8899186636,168273,7792141
04-12-2020,1125,1137,1115,1134.65,11914725948,167778,10564055
03-12-2020,1147,1147,1122.7,1126.45,18298022228,247732,16212632
02-12-2020,1134,1147.45,1121,1140.9,7620426543,153925,6741637
01-12-2020,1105.05,1140.25,1105.05,1137.85,10087463062,227850,8933802
27-11-2020,1118,1121,1091,1100,27934277724,238942,25306145
26-11-2020,1119.95,1119.95,1098.3,1113.2,12119904676,207324,10962256
25-11-2020,1137,1143.5,1111.25,1115.65,10074223660,220995,8958701
24-11-2020,1145,1154.9,1133.35,1140.05,9729744010,175511,8515426
23-11-2020,1105,1144.8,1101.95,1139.85,11901155594,200221,10546363
20-11-2020,1106,1109,1091.1,1103.35,8885377126,199981,8063554
19-11-2020,1100,1114.7,1093.8,1096.75,11123110241,179639,10092343
18-11-2020,1128.5,1132.7,1101.45,1110.55,10931765779,168106,9839468
17-11-2020,1144.75,1145,1112.65,1123.7,14379842098,190186,12813968
14-11-2020,1137,1139.65,1131.1,1133.45,1288640516,41663,1136144
13-11-2020,1120,1133,1117,1124.2,7152675713,105048,6363212
12-11-2020,1128.1,1142,1113.75,1117.75,10319310973,196511,9180976
11-11-2020,1096,1126.35,1087,1122.5,13866920725,254701,12514800
10-11-2020,1113.85,1113.85,1078,1091.05,17077941183,395983,15622869
09-11-2020,1129.3,1146,1121.15,1136.55,11514169318,202222,10160320
06-11-2020,1108,1121.1,1091.7,1112.75,9705243124,154736,8807127
05-11-2020,1109.9,1123,1099,1104,10607037968,181645,9568890
04-11-2020,1068,1116,1066.8,1093.95,17227273082,307084,15702690
03-11-2020,1072,1079.4,1057.5,1062.55,7682963163,172016,7204782
02-11-2020,1065,1079.95,1051.1,1072.3,7663961600,137700,7183119
30-10-2020,1072,1083.6,1052.35,1060.6,9372342225,164698,8800436
29-10-2020,1070,1082,1060.1,1074.85,7432955729,140609,6935804
28-10-2020,1095.5,1104.75,1070.05,1076.55,8262761209,180559,7608413
27-10-2020,1105.7,1109.7,1077.15,1090.85,11083562406,261137,10172530
26-10-2020,1122.25,1129.6,1103.15,1112.45,7040841830,133779,6309643
23-10-2020,1133,1135,1120.15,1122.5,10208894083,152888,9070121
22-10-2020,1142,1158,1123.8,1129.05,12834266054,264809,11271538
21-10-2020,1141.15,1154.35,1135,1148.35,22726337788,283354,19811809
20-10-2020,1118.9,1144.7,1110,1137.5,11877155840,209442,10448852
19-10-2020,1135,1139,1115.3,1125.9,14514954127,215472,12902146
16-10-2020,1113.85,1135.95,1096.9,1127.5,20547237503,311640,18366133
15-10-2020,1180,1186,1092.5,1108.25,49965128164,697193,44288566
14-10-2020,1162,1164.9,1131.1,1137,19050428947,279112,16649731
13-10-2020,1135.55,1166.05,1135.55,1157.8,20142492308,316392,17524137
12-10-2020,1123,1140,1112.1,1132.1,16470282643,191485,14633780
09-10-2020,1095.1,1113.3,1088.45,1106.8,11626421247,173995,10567955
08-10-2020,1090,1124,1088.4,1093.7,23759656746,386362,21483024
07-10-2020,1044.9,1072,1035.5,1066.55,9778824469,176585,9284060
06-10-2020,1055,1060,1031.35,1055.75,9494983884,205608,9090819
05-10-2020,1018.05,1054.9,1018.05,1048.7,14833226247,239001,14212560
01-10-2020,1020.6,1026.5,1011.75,1017.65,5654650743,122973,5563432
30-09-2020,1009,1023.95,1005,1008.25,8145908490,141642,8049899
29-09-2020,1018,1028,1004.1,1009,8853558130,184552,8708572
28-09-2020,1014.8,1016.15,998.5,1010.4,8596234609,165917,8554583
25-09-2020,975.8,1014.9,975,1011.45,13288352062,230269,13311079
24-09-2020,1003,1009,970,975.4,14235738440,273411,14427463
23-09-2020,1020.15,1037,1008.1,1019.75,13810988923,258509,13486274
22-09-2020,1009,1022.5,991.2,1007.5,12724148446,307283,12625775
21-09-2020,1001,1031,1000.5,1009.9,14414221201,284118,14140790
18-09-2020,1011,1018.8,999.1,1002.15,12991132019,228827,12897897
17-09-2020,995,1021,995,1011,15792764186,340784,15628308
16-09-2020,986,1005.65,982,1001.75,9973473916,239939,10059392
15-09-2020,979.5,994,971.65,982.45,11402371129,252665,11608223
14-09-2020,957,991.05,948.3,978.4,21347911660,342353,21871591
11-09-2020,934.9,954.15,931,945.7,6307865396,124065,6672082
10-09-2020,935.3,942,924.8,940.05,4831122432,101735,5172091
09-09-2020,935,946,926,927.75,5163032077,133068,5529150
08-09-2020,929.95,952,925.55,939.3,12154247390,200293,12892115
07-09-2020,918.9,927.55,913.05,925.05,6172952177,101639,6700450
04-09-2020,915,929.5,914.45,919.15,7974078251,146258,8650414
03-09-2020,926.5,949.4,924,935.55,8275049706,130511,8828016
02-09-2020,915,926.4,913.5,924,5229493200,105709,5678696
01-09-2020,926.25,935,912.1,914.15,6367507048,117189,6907783
31-08-2020,935.25,950.5,914.6,928.6,11954811845,206060,12808369
28-08-2020,951.45,952.5,933.05,935.25,7142134781,180829,7593988
27-08-2020,960,960.95,945.2,947.05,5859108364,124639,6154300
26-08-2020,941.25,954.25,938.4,950.8,4870349606,114894,5153663
25-08-2020,947.5,948.65,933.6,938.1,5863927590,105761,6233923
24-08-2020,947,952,939.2,947.4,5486819045,153799,5798579
21-08-2020,963.05,963.45,946.55,948.8,6200435489,123340,6513784
20-08-2020,958.9,965.5,951.3,955.15,5416530384,123695,5656667
19-08-2020,970.9,971.55,957.45,959.3,6378066101,125391,6622744
18-08-2020,963.9,969.2,958.7,967.55,5922744205,119041,6142171
17-08-2020,954.1,972.45,954.1,957.5,8669769420,140270,9008716
14-08-2020,955.85,963,952.05,953.6,4464257395,88402,4663873
13-08-2020,954.8,968.5,948.25,951.2,4876025984,87144,5097705
12-08-2020,948,958.8,942.2,954.95,6564723271,89286,6908732
11-08-2020,949.9,962,946.1,948.45,6485671475,92778,6802508
10-08-2020,948.9,956.8,945.3,951.35,5446342904,102663,5716472
07-08-2020,969.45,969.45,949,950.9,7652389955,159251,8010973
06-08-2020,953.5,974.4,942.5,970.85,10560771158,202937,10976523
05-08-2020,952,960.95,938.3,944.7,9113224805,170591,9616176
04-08-2020,960.45,970.7,940.55,949.85,10576516986,166839,11133259
03-08-2020,960,965.4,947.45,956.9,8098076651,164566,8480166
31-07-2020,969.25,986.45,953.3,966,12337423708,195979,12704359
30-07-2020,962,972.65,958.75,961.45,12062741577,222807,12492569
29-07-2020,953.25,960,943.6,954.15,10619817806,212215,11152710
28-07-2020,946,967.55,941.2,962.85,15085058374,220010,15819466
27-07-2020,921.55,952.8,918.65,948.45,15804436677,278528,16828218
24-07-2020,903.25,925.75,903.25,922.85,16666989754,240036,18209670
23-07-2020,915.65,915.8,900.65,907.95,11843097056,203420,13052804
22-07-2020,938.95,939,910,917.9,13226774281,191180,14354421
21-07-2020,945,949.7,929.2,936.75,12068383201,209340,12877814
20-07-2020,908.5,945,906.75,934.3,16977458353,242092,18421083
17-07-2020,911,919.9,892.15,903.15,28632889196,432265,31682904
16-07-2020,900.1,955.5,894.25,911,83239052701,936612,90433393
15-07-2020,799,848.45,794.8,830.95,24919080835,376383,30060998
14-07-2020,792.95,806.4,781.35,783.25,7119121563,139180,8961822
13-07-2020,788,805.35,786.05,797.05,8618519870,150013,10804911
10-07-2020,773.5,789.9,773.5,781.85,4073445026,94276,5206452
09-07-2020,780,790,775,781.7,5354314428,130712,6854196
08-07-2020,784.9,784.9,772.2,774.7,6599550757,145325,8476675
07-07-2020,769.4,796.95,765.55,794.15,15215059540,321825,19362666
06-07-2020,765.2,775,761.5,764,6767835779,180660,8811009
03-07-2020,755,764,752.5,762.7,5920349097,148320,7796573
02-07-2020,737.35,765.45,735.4,756.6,13057143719,207044,17263764
01-07-2020,737.25,742.3,729.75,731.9,4031836580,101474,5477687
30-06-2020,732.8,738.95,724.25,735.95,7639234133,140340,10411347
29-06-2020,735.4,744.7,730.1,731.75,6582024856,128524,8954490
26-06-2020,710.2,751.6,710,748.2,19263536479,378564,26030535
25-06-2020,704.85,705.6,693.5,700.5,10466323460,214685,14945304
24-06-2020,716.9,726.8,709.4,714.15,7333276140,147819,10220908
23-06-2020,695.7,724.5,692.1,720.65,8672464910,203759,12157486
22-06-2020,707.1,708.7,700,703.7,5485377026,145862,7804139
19-06-2020,709,711.9,701,705.55,15816432220,266933,22438873
18-06-2020,708.2,716.6,706,713.9,4748091716,174646,6670206
17-06-2020,699.9,710.3,698,703.65,5143752646,136959,7291919
16-06-2020,702,712,699.15,701.2,7144207775,170413,10132423
15-06-2020,693,704.4,685.25,687.55,5441612327,105262,7857344
12-06-2020,675.8,695.15,675.5,692.05,6723519558,165667,9796064
11-06-2020,712,713.4,700.25,703.95,6246123986,140529,8825914
10-06-2020,715,719.45,709.2,715.85,5197377191,121854,7263272
09-06-2020,720,729.6,715.05,717.6,7273061785,173628,10078863
08-06-2020,707.65,725.8,704,720.85,7704389373,180849,10719124
05-06-2020,707,711.7,700.6,703.55,5448030852,124734,7718943
04-06-2020,702,709.45,697.5,707.75,7593495551,134508,10783594
03-06-2020,710.7,711.9,696,701.55,7995869972,179242,11378568
02-06-2020,700.5,711.65,697.55,708.1,4986183795,123937,7059409
01-06-2020,698.75,706.65,691.5,699.55,8596981340,166839,12276649
29-05-2020,692.5,700.8,674.95,691,19543032832,241793,28291172
28-05-2020,707,710,690,707.4,6607699864,141590,9440121
27-05-2020,686.05,709.2,675,705.45,6088143746,155415,8774694
26-05-2020,693,699.45,679,680.55,4895318484,122600,7099719
22-05-2020,675,695.85,673.5,692.35,8169629532,201776,11867864
21-05-2020,666.5,679.45,665.4,672.2,4850780460,122009,7214401
20-05-2020,668.5,673,659.65,669.55,3862248244,104746,5795193
19-05-2020,664,674.8,655,668.6,3943378544,121850,5902238
18-05-2020,659.85,670.55,653,663.9,6924280885,160262,10435495
15-05-2020,664.8,664.8,646.7,652.3,6038757599,159733,9255353
14-05-2020,659,671.75,652.6,658.15,11193113876,284577,16888356
13-05-2020,694.8,699.9,683.75,694.15,5750758216,156513,8287106
12-05-2020,678.5,691,675.5,687.65,5037715533,165655,7356063
11-05-2020,682.5,698.55,678,682.9,5077673284,157658,7370192
08-05-2020,672.25,680.9,668.5,674.2,5669937480,206669,8400376
07-05-2020,665.55,674.35,662.45,664.95,3196499217,93851,4779550
06-05-2020,676.9,681.45,664.05,665.9,5324157713,211094,7934457
05-05-2020,681.75,685.6,670,673.7,4342730627,132076,6393108
04-05-2020,689.8,701.2,670.35,673.7,6259591493,177978,9122803
30-04-2020,700,720,698.1,715.5,11564226726,277142,16254036
29-04-2020,666,682,658,676.55,5805084866,175742,8639246
28-04-2020,673,677,653.05,660.7,4814874279,128788,7296594
27-04-2020,661.05,681,661.05,664.6,4817370468,143869,7183316
24-04-2020,668.55,675,654.8,658,4849470612,162251,7319950
23-04-2020,647.05,683.65,638.1,679.3,9611440871,225884,14451294
22-04-2020,633.2,645,628.05,641.85,5289759466,148917,8267159
21-04-2020,627.8,646.5,627.8,633.2,7443524923,195803,11660678
20-04-2020,640,661,639,653.3,8709344590,220363,13322995
17-04-2020,644,646,626,628.75,5624422628,220448,8878372
16-04-2020,619.95,634.9,603.5,623.85,11034508895,254606,17783310
15-04-2020,651.4,653.3,635.6,639.05,7726657237,278339,11963493
13-04-2020,629,651.7,626.05,637.4,5341425789,232090,8330291
09-04-2020,646.8,652.8,632.1,636.25,7639338597,232901,11931287
08-04-2020,630,655.65,626.35,631.6,7526162136,235881,11806901
07-04-2020,615,644.25,612.9,639,9506714566.3,260480,15146526
03-04-2020,603.5,606,582.15,585.7,6056725608,261228,10221890
01-04-2020,634.35,637.5,594,602.8,8005888361,379235,13083865
31-03-2020,650,662,633.7,641.5,9830768498,279311,15175528
30-03-2020,625.1,663.5,621.1,626.7,9343228364,230047,14625720
27-03-2020,665.05,674.9,642.25,652.7,8823242465,262091,13495469
26-03-2020,615,650.85,612.1,643,9497347855,291975,14868843
25-03-2020,597,635,565.7,606.2,10944193384,429544,18339650
24-03-2020,522,601.15,522,589.8,11471457437,434375,20029537
23-03-2020,540,560.95,515.9,526.45,9110393753,258952,17146303
20-03-2020,549.5,617.45,548,585.2,12495510371,407561,21356183
19-03-2020,509.25,558,509.25,545.55,8969244995,313532,16584106
18-03-2020,568,578,528,534.3,8510344347,235885,15391568
17-03-2020,588.1,592,550,554.95,9186285698,359329,16060126
16-03-2020,622,622.15,580,583.15,11434179964,462293,19140854
13-03-2020,592,667,570,642.35,10632077963,286353,16903140
12-03-2020,668,670,627.5,631.2,9000417645,265786,13965689
11-03-2020,690.65,695.95,669.05,686,11087131349,233010,16165054
09-03-2020,724.5,725.85,697,704.45,7274162430,180848,10308697
06-03-2020,741,744,729.1,738.95,6806310521,147517,9216022
05-03-2020,763.75,773.55,751.75,754.6,5922737657,124093,7755293
04-03-2020,753.9,761.5,745.55,758.75,8295623047,155822,11013444
03-03-2020,755,759,741.25,747,5862836381,136066,7826587
02-03-2020,737,765.9,733.75,741.05,7375861532,155968,9821523
28-02-2020,750,756.8,722.05,731.7,10433101671,277778,14123957
27-02-2020,778,780.75,772.2,777.85,4059425155,100716,5223386
26-02-2020,793.95,801.45,780.5,782.75,6935314353,168481,8760569
25-02-2020,799,806,795.4,798.4,5596900401,114637,6996695
24-02-2020,800.1,811.6,792.15,795.85,5328879150,130286,6627536
20-02-2020,803.25,806.1,793.85,797,3655039599,94252,4564569
19-02-2020,800,804.85,796.15,800.45,3186637946,79345,3985192
18-02-2020,785,799.05,783.65,797.65,4032462344,103674,5083346
17-02-2020,790.3,793.45,783.3,789.45,2312085827,69780,2929629
14-02-2020,794.5,799.2,784.6,786.45,4213573743,103460,5321680
13-02-2020,785,794,782.2,792.25,3455129906,80876,4387430
12-02-2020,775.8,783.25,775.1,781.05,2302228797,80507,2948825
11-02-2020,779,779.1,769.2,773.55,3335859223,83764,4312817
10-02-2020,774,778,769.75,773.2,2958264287,50917,3827682
07-02-2020,775.95,778.85,771,777.3,2213620888,53815,2853344
06-02-2020,784.35,786.8,770,771.35,5695512989,133662,7341622
05-02-2020,781,786,774.4,784.55,4917872804,142904,6310409
04-02-2020,770.1,789.9,770.1,787.85,4508019532,126688,5771311
03-02-2020,782,790.95,764.5,767.4,4949738299,132708,6416745
01-02-2020,775.1,791.25,769.25,779.5,3978923967,105374,5104062
31-01-2020,780.55,784.95,771.6,775.95,4732547587,72176,6092028
30-01-2020,789.7,789.7,778,780.7,3015775801,98962,3859680
29-01-2020,786.6,792.8,784.25,789.7,5383335132,83287,6832757
28-01-2020,781,781.8,772,778,3973833552,108248,5121009
27-01-2020,779.05,784.8,774.4,778.1,2911159552,102550,3741610
24-01-2020,775.75,786.5,773.6,782.75,5875559436,131263,7540490
23-01-2020,777.1,785.5,776.7,784.35,9784566375,197205,12528017
22-01-2020,768.45,778,766,770.2,7510499148,148501,9733935
21-01-2020,768.45,770.5,760.75,762.5,3398977857,83703,4448374
20-01-2020,771.6,774.4,762.95,768.45,2982074924,81096,3887680
17-01-2020,770.7,772.9,762.25,767.85,2883743850,98313,3762957
16-01-2020,770.7,772.5,760.25,767,4399309409,93520,5740586
15-01-2020,773.85,773.85,762.15,767.55,4638298219,96319,6047430
14-01-2020,769.95,776.95,767.2,775.65,8813264899,289583,11414418
13-01-2020,760,777.5,755,773.55,28421129305,753340,36952038
10-01-2020,740.45,742.9,730.5,738.15,6891078451,145267,9341405
09-01-2020,721.7,731.5,714.3,727.55,9797455292,161064,13521186
08-01-2020,724.95,729,708.3,718.2,6201707522,232857,8639443
07-01-2020,738,742.6,725.1,727.9,5803119825,189680,7899363
06-01-2020,746.1,753.8,736.5,738.85,4847236982,129992,6519403
03-01-2020,733.9,748,733.9,746,5870173302,105632,7882938
02-01-2020,738.9,740.8,730.9,734.7,4160025336,102483,5658200
01-01-2020,735,740,732.55,736.85,1553368749,36769,2112415
31-12-2019,729.7,737.75,725.45,731.15,5076419897,156522,6927885
30-12-2019,736.1,737.95,727.25,732.9,3932522164,115398,5368416
27-12-2019,729.75,737.5,728.85,736.95,2496171889,65467,3399094
26-12-2019,732,734.55,726.55,728.95,2791528461,48763,3821806
24-12-2019,736.95,736.95,728.3,733.4,2118192661,50306,2890759
23-12-2019,732.15,737.3,731.65,736,3655128113,80052,4975608
20-12-2019,731,735,728.25,731.55,5701077060,131404,7794167
19-12-2019,733.5,735.95,724.6,730.85,5252474994,165219,7199210
18-12-2019,731,737.3,722.75,732.45,8943242214,210673,12215295
17-12-2019,719.7,731.25,715,729.7,7646917890,193372,10525565
16-12-2019,712.3,720.2,710.2,714,4020694131,116838,5616324
13-12-2019,700.35,712.9,700.35,711.3,7299214570,132030,10302412
12-12-2019,718.5,720.7,699.55,702.1,7845417394,163350,11112042
11-12-2019,716.6,722.7,713,721.05,4342244981,125702,6043554
10-12-2019,713,718.5,710,714.55,3189284688,81372,4457939
09-12-2019,716,722.35,714.25,717.25,4625177252,114112,6435865
06-12-2019,715.95,720,709.6,715.1,3738886365,79319,5226096
05-12-2019,706.45,715.9,703.8,714.85,3428139268,76989,4814422
04-12-2019,697,710.5,693.35,708.85,5244767945,169304,7427886
03-12-2019,692.7,699.7,688.55,698.35,3647553742,84499,5239013
02-12-2019,703.1,704,690.3,692.7,6507684351,102880,9383736
29-11-2019,700.9,702.3,691.55,696.35,2965402319,110226,4262379
28-11-2019,699.1,703.35,694.05,701.85,3379270403,84619,4837683
27-11-2019,694.25,697.65,690.1,695.75,2681478170,64039,3861635
26-11-2019,705,707.25,686,690.6,18888701556,163058,27253106
25-11-2019,693.35,705.15,693.2,698.1,5120436170,109264,7334511
22-11-2019,711.75,712,685.1,693.2,9995652431,223156,14415826
21-11-2019,715.5,721.45,710.5,713.25,6929352718,127699,9692973
20-11-2019,712.8,715,705,713,4366791187,87462,6142171
19-11-2019,709.9,714,705,712.85,4617726814,127941,6495885
18-11-2019,705,710,699.3,705.2,5270093826,140015,7490916
15-11-2019,709.05,712.95,702.3,703.9,5194471562,122419,7362623
14-11-2019,696.35,709.8,696.35,705.3,7440318352,172258,10539902
13-11-2019,696.5,700,687.75,691.35,6932539254,182739,9973690
11-11-2019,698.9,707.2,698,704.4,4891336200.2,118370,6951494
08-11-2019,722,724.25,705.5,708.15,6150137780,114589,8585630
07-11-2019,717,724.35,712.1,720.1,9871154253,205054,13733737
06-11-2019,695.8,721.5,692,712.3,15188685234,344247,21372589
05-11-2019,708.75,708.75,691.5,696.1,9019750145,204502,12897805
04-11-2019,681.8,732.5,678.15,709,20984607124,384467,29381982
01-11-2019,690,694,682.6,687.9,6687468933,181647,9713519
31-10-2019,668.4,695.45,666.1,685.6,18783689652,424958,27405901
30-10-2019,660.4,671.4,656.2,660.6,15192276718.45,319118,22879467
29-10-2019,651,653.75,647,650.65,10866929875,309792,16709764
27-10-2019,651.1,652.5,645.55,648.85,1909914669,67356,2945433
25-10-2019,647,652.5,636,637.45,10652215420,327171,16549337
24-10-2019,650,653.2,632,635.35,16521876123,393942,25666433
23-10-2019,630,656.65,615.1,650.6,38969147749,1059289,60516887
22-10-2019,691.1,691.1,638.35,643.55,59334453057,1643015,90152532
18-10-2019,763.8,773.8,760,767.85,7704758992,187743,10037200
17-10-2019,767,770.55,765.1,769.5,7578123004,202471,9860495
16-10-2019,765.25,775.95,761.55,771.45,8291883881,258065,10767032
15-10-2019,773.1,775.95,765,768.3,10592375903,298596,13762133
14-10-2019,786.75,797,780,786.1,11963746230,308844,15150858
11-10-2019,781.5,823.8,776.6,814.8,16653757511,318660,20636344
10-10-2019,785.4,794.7,776.6,783.05,8186820532,123048,10402917
09-10-2019,795.45,795.9,778.8,783.65,4964668558,148580,6335025
07-10-2019,794.85,802,786.1,789.55,2911078095,118304,3679845
04-10-2019,790,797.6,787.05,793.45,6514820231,114239,8201713
03-10-2019,792.55,797.85,784.15,785.6,4353793070,166567,5497672
01-10-2019,807,807.55,791.55,793.55,4685487403,172253,5881438
30-09-2019,785.1,808,784.15,805.65,6555812643,156000,8178091
27-09-2019,787.05,794.25,780.1,782.2,3996126505,161432,5087642
26-09-2019,787.75,797,778.1,782.55,14457802893,178651,18442824
25-09-2019,787.7,801,781.65,792.65,7392081925,257048,9313576
24-09-2019,765,798.65,765,794.05,10781580308,236139,13717998
23-09-2019,806.9,806.9,741.9,764.35,13316370233,423674,17279260
20-09-2019,822.9,835,802,805,18236400807,277034,22462366
19-09-2019,824.85,827,815.2,820.7,5419828833,120499,6601607
18-09-2019,829.9,832.95,824,829.85,2651273644,115862,3199389
17-09-2019,831.5,835,820.55,831.25,4585299188,135783,5540901
16-09-2019,832.05,837.95,820.55,827.7,4009906892,137629,4846496
13-09-2019,818.1,831.05,817.5,829.3,3982478489,93586,4832021
12-09-2019,816.4,819.85,810.85,816.4,3590752490,110552,4400017
11-09-2019,822.3,828.55,814.15,820.1,6535045006,162235,7981036
09-09-2019,836.8,840.3,827.55,829.1,3637654796,122479,4377870
06-09-2019,843.3,847,835.05,840.15,5132762932,171032,6106841
05-09-2019,830.1,837.5,826.65,834.05,6603073399,242554,7926895
04-09-2019,810.75,822.45,810.25,821.3,5071479097,124357,6199015
03-09-2019,815,822.4,812.05,814.25,4613455970,109072,5647088
30-08-2019,810,817.35,802,814.9,6614876749,144388,8174186
29-08-2019,795.5,809.7,795.5,806.95,6304378192,117244,7830413
28-08-2019,787.4,805,786.3,802.5,4687024731,113678,5881134
