Price Date,Open Price,High Price,Low Price,Close Price,Trade Value,Number Of Trades,Traded Quantity
27-08-2019,791,794.95,781.1,784.65,12612131007,242098,16061642
26-08-2019,795.9,806.8,786.9,802.55,4324723248,141654,5412074
23-08-2019,796.45,809.95,795.8,802.2,5533306730,151009,6895015
22-08-2019,799.9,801.3,792.35,795.7,4162305017,136435,5222488
21-08-2019,793,803.75,793,799.45,4738350175,154752,5926896
20-08-2019,785.2,798,783.85,792.75,6691567043,140808,8435344
19-08-2019,775.6,783,773.35,777.65,3023717275,107402,3881451
16-08-2019,780,780.05,762.5,774.55,3960775632,125413,5128088
14-08-2019,775.1,778.25,768,774.8,4594357881,154633,5940968
13-08-2019,784.15,786,760.15,764.75,5807216873,161749,7517099
09-08-2019,792,796.75,784.8,789.85,3446958075,77391,4362520
08-08-2019,782.7,792.75,781.25,788.75,6309550990,171889,8009009
07-08-2019,778.9,783.45,772.35,776.1,3996582934,157512,5130457
06-08-2019,778.8,783.7,769.8,774.45,7246765644,199427,9331718
05-08-2019,772.6,785.9,768.65,776.7,7759839281,281736,9976238
02-08-2019,765.05,779.9,762.25,775.6,8350680485,227612,10838336
01-08-2019,786.45,788.4,764.4,768.85,7794755234,216329,10066407
31-07-2019,790.85,799.8,781.6,793.65,5824475368,209577,7350584
30-07-2019,791.9,797.8,788.55,792.7,6885836889,193679,8673253
29-07-2019,789.5,796.95,786.2,791.45,4938229661,190597,6244316
26-07-2019,792.3,795,782.2,787,3888567432,201172,4941763
25-07-2019,788.25,800.2,787.65,794.5,7758491817,259756,9773568
24-07-2019,788,793.75,783.6,786.3,4520166052,236924,5745146
23-07-2019,787,804,785.55,790.05,8575674727,207585,10782564
22-07-2019,785.95,792,782.05,784.4,5594276879,132725,7107151
19-07-2019,788.7,794.5,781.25,785.4,5358405148,96268,6812754
18-07-2019,789.05,798.5,786.2,792.7,5187412944,148380,6534471
17-07-2019,783.9,795,776.75,794.15,5333567144,159078,6754348
16-07-2019,777,787.8,776,784.85,7766341596,231682,9924322
15-07-2019,763,781.65,754.2,779.35,23891946222,665352,31064152
12-07-2019,722.5,730.6,719.6,726.75,5701708861,122936,7874441
11-07-2019,719.45,723.5,709.6,721.5,4480742890,104709,6252688
10-07-2019,709,722.7,706.5,717.25,5424075999,130598,7573816
09-07-2019,718,719.85,709.05,715.5,3585086283,121716,5022638
08-07-2019,716.45,724.95,712.3,717.6,5147414056,111837,7177092
05-07-2019,735,736.4,713.5,718,3565194468,113048,4926289
04-07-2019,729,736.4,728.6,733.8,2401148622,97167,3274064
03-07-2019,741,743.2,730,731.3,4390116575,133416,5958379
02-07-2019,734,741.65,730.1,740,3555605380,88954,4837606
01-07-2019,735,737.5,729.85,731.3,2364922428,101260,3224968
28-06-2019,735.5,739.5,728.5,732,4338124834,116890,5919494
27-06-2019,742,744.7,728.15,730.55,8156165447,145135,11122346
26-06-2019,743,751.45,738,739.2,4050265777,98489,5447130
25-06-2019,744,750.9,737.3,748.1,2738811697,118947,3677911
24-06-2019,751.9,751.9,742.65,745.5,3559059442,70416,4758178
21-06-2019,755,755,747.15,750.2,9903909135,122666,13200318
20-06-2019,737.8,756.9,735.9,754.9,5355932052,113630,7148684
19-06-2019,752.5,755.4,748.6,751.9,3452713824,91764,4596253
18-06-2019,740.2,752.45,740.2,750.15,4647146093,150082,6202838
17-06-2019,743,744.5,737.8,740.55,2288895910,72650,3085588
14-06-2019,743.85,745.5,738.25,740.45,4120112207,105007,5556353
13-06-2019,740,747.2,740,742.65,3575457338,97174,4808577
12-06-2019,756.95,756.95,745,753.8,6559815655,169526,8738342
11-06-2019,755,759,750.5,754.9,4326875501,131848,5733127
10-06-2019,740.1,754.1,740.1,753.5,3332437616,124012,4435148
07-06-2019,735.85,743.95,735.85,739.1,2380445779,98025,3218358
06-06-2019,736.5,744.65,733.65,735.6,5573564234,124258,7563925
04-06-2019,737.25,739.45,733.15,735.3,8641713183,109238,11733702
03-06-2019,729.8,750.9,729,744.65,5748728043,97774,7744761
31-05-2019,736.5,742.95,733.2,737.75,6117494485,138065,8290306
30-05-2019,727,737.25,722.55,733.55,11068104089,149521,15089296
29-05-2019,725.5,733.65,723.65,727.8,7507528235,121851,10293077
28-05-2019,712,733.45,709.8,728.1,17312718820,195730,23860490
27-05-2019,707.4,713.8,705.5,708.1,7294165659,89920,10247544
24-05-2019,703.8,711.75,700.45,709.2,4957669574,143196,7016424
23-05-2019,715,716.7,697.45,701.05,5126301904,176571,7233736
22-05-2019,710,718.25,707,709.75,4130757868,141566,5795713
21-05-2019,722.65,722.65,707.7,709.3,6156377506,170212,8645535
20-05-2019,719.7,726.4,706,722.4,8066098169,209544,11213708
17-05-2019,733.15,735.8,720.1,723.9,5916646101,126562,8155948
16-05-2019,720,737,719.1,733.1,4722270061,137776,6468556
15-05-2019,714.9,725.2,712.6,716.1,4798849589,139499,6668929
14-05-2019,716.5,717.75,703.6,713.85,7476675551,252851,10513001
13-05-2019,716.55,726.45,712.1,719.7,4903097929,201194,6808993
10-05-2019,720.8,726,715,716.85,5995942203,181229,8352335
09-05-2019,719.15,730.3,715.8,721.05,5358635227,242225,7396525
08-05-2019,721,726,716.5,719.35,4508602896,162077,6247642
07-05-2019,720.4,727.9,718.7,724.55,4164126683,104342,5747536
06-05-2019,715,721.8,710.65,718.4,6360864406,148896,8858265
03-05-2019,722.9,731,718.2,723.6,4604058031,133663,6348116
02-05-2019,747,748.4,729.5,730.8,4688477303,115522,6351352
30-04-2019,738,753.8,738,751.35,7426241722,165676,9920046
26-04-2019,731,739.8,729,738,5075636518,151426,6895168
25-04-2019,736.45,737.65,727.05,728.55,5849611510,174336,8005235
24-04-2019,728.2,737.9,724,736.45,6076539568,174385,8285120
23-04-2019,723.9,730,718.4,728.2,4006855184,130836,5516668
22-04-2019,717.05,725.75,715,721.05,4654646597,115955,6455426
18-04-2019,722.5,722.5,712.75,717.05,9892653589,302789,13801105
16-04-2019,727.9,727.9,714.1,724.1,9047646706,343101,12524411
15-04-2019,724.7,731.35,712.6,727.5,22878628207,566543,31574803
12-04-2019,743.1,751.55,740.6,747.75,5260021361,165165,7043212
11-04-2019,751.75,751.75,740.05,742.7,6103734443,158348,8200995
10-04-2019,764,766.7,751.3,752.7,5340336511,134089,7031088
09-04-2019,770,773,758.2,760.6,5150087735,146107,6730692
08-04-2019,763.05,770,755.4,767.25,3752910224,143815,4919911
05-04-2019,750.9,760.95,748,759.3,4761576373,148065,6276040
04-04-2019,751.4,753.8,745.1,747.9,5754345633,178872,7688525
03-04-2019,756,758.5,746.8,753.3,5189955761,200625,6897127
02-04-2019,759,765.8,754.6,759.4,5539625143,169885,7283600
01-04-2019,742,760,742,755.1,4967199560,149150,6584982
29-03-2019,743.9,747.95,740,743.85,5147991154,155083,6924061
28-03-2019,730,745,730,737.8,6862616741,187881,9277241
27-03-2019,730,732.3,727.15,729.7,5395199921,122789,7387487
26-03-2019,735.25,735.25,719.1,727.75,6816221095,220918,9406261
25-03-2019,742.4,742.4,730.55,735.25,5620907955,150353,7644966
22-03-2019,745,746.35,732.3,743.1,6586009783,186950,8883260
20-03-2019,727.25,742.3,727.15,738.95,9935368276,368666,13471173
19-03-2019,712.8,726.5,707.4,722.25,6377897941,165399,8917337
18-03-2019,721.55,723.7,705.35,710.2,5766884632,169894,8065544
15-03-2019,712,723.75,709.6,718.55,10504207795,174230,14638664
14-03-2019,714,714.9,706.2,708.35,4554911141,158840,6415187
13-03-2019,710,718.6,706.3,708.45,8066893617,183506,11348867
12-03-2019,709,714.95,705.6,706.95,8505977967,224748,11997387
11-03-2019,713.3,718.5,709.4,711.25,7072398151,173911,9932198
08-03-2019,722.95,722.95,710.65,712.35,5142023172,154378,7193994
07-03-2019,734,734.5,720.55,722.95,4313906550,132988,5951551
06-03-2019,736.1,736.1,727,732.5,4448254459,201307,6076668
05-03-2019,740.5,742.5,730.25,732.5,3546464354,187167,4826505
01-03-2019,735.5,743.4,735.5,741.9,2959115940,86883,3998826
28-02-2019,738.7,742.4,732.3,734.3,6296619714,142436,8559921
27-02-2019,745,746.4,732.75,735.25,4384324580,181469,5936354
26-02-2019,748.6,752.6,740.15,742.5,6204521714,188778,8319610
25-02-2019,735.55,758,735.55,754.9,4905413918,155205,6547552
22-02-2019,732.5,738.2,728,734.95,2752041713,99246,3750833
21-02-2019,738,738,727.1,733.45,5274097399,151794,7202786
20-02-2019,727,743,726.05,740.7,3828686486,130965,5210675
19-02-2019,739.1,740.55,721.3,724.3,6831940831,124664,9401334
18-02-2019,742.35,747.65,736,741.05,3956112148,105532,5346825
15-02-2019,742.3,746.5,732.6,741.95,4130795666,93850,5586389
14-02-2019,751,753,737.25,740.05,3437611370,113149,4610535
13-02-2019,750.1,759.7,743.65,754.9,3802821368,133702,5050182
12-02-2019,760.35,760.35,741,750.45,5471189241,148513,7310690
11-02-2019,766.9,768.75,759,762.8,4206653296,101154,5500216
08-02-2019,760,772.25,754.9,760.9,4515625944,92824,5915169
07-02-2019,763.05,769.45,761,764,3035522378,102039,3961797
06-02-2019,755.55,766.95,754.35,763.3,4485360735.15,150791,5880482
05-02-2019,747,759.95,747,754.85,3537094843,98651,4694366
04-02-2019,757,762.5,749.2,755.9,2976361897,110537,3945391
01-02-2019,751.35,762.5,744.5,757.05,4728608322,119145,6276585
31-01-2019,726,751.3,726,749.55,10292423935,265809,13825233
30-01-2019,727.9,734.8,721.1,725.9,4186556192,125751,5763026
29-01-2019,725.5,732.85,716.5,727.9,4879714903,137242,6760819
28-01-2019,731,732.6,719,727.95,5760882919,128705,7944693
25-01-2019,728,737.9,724.25,730.35,4055912046,86157,5543112
24-01-2019,728.1,736.1,721,732,5406365018,138534,7429783
23-01-2019,742.35,742.6,729.2,731.65,5305910422,114457,7212099
22-01-2019,741.25,749,734,745.35,4974904339,184880,6723375
21-01-2019,738.2,751,734,745,6055327086,207759,8129422
18-01-2019,730,736.2,726.3,730.95,4311101798,117506,5902151
17-01-2019,735.8,739,729.1,733.35,5060865130,155361,6903771
16-01-2019,729.9,737.8,728.5,736.8,7090838080,175301,9658944
15-01-2019,707.2,730,707.2,726.6,14193222353,285205,19671304
14-01-2019,707,710.2,695.95,701.9,13543620376,289248,19312937
11-01-2019,680.2,685.5,672.5,683.5,8341603861,159694,12281903
10-01-2019,681.6,682,672.55,679.7,6486610276,141449,9572493
09-01-2019,686.2,689.8,664,676.1,12299738075,314702,18130292
08-01-2019,674.95,677.45,668.55,670.05,5801122720,134369,8621545
07-01-2019,665,673.6,661.5,671.7,5370973787,132736,8046340
04-01-2019,671.75,673.9,651,661.05,5208304589,187590,7889310
03-01-2019,672,677,663.1,669.15,4571929258,125781,6827249
02-01-2019,666,674,662.05,669.05,4968962633,108094,7416655
01-01-2019,660.95,666.3,654.15,665.05,1944579423,45422,2943390
31-12-2018,660,662,655.8,658.95,2223919550,65442,3373319
28-12-2018,663.35,663.5,653.3,656.95,3118076702,105527,4736598
27-12-2018,652.75,663.25,649,656.8,10092126951,182988,15333902
26-12-2018,647,647,637.35,644.05,3965160752,129003,6178552
24-12-2018,657,658.8,647.6,649,5468562526,140084,8379825
21-12-2018,659.5,659.5,643.45,646.2,8335493758,228130,12802132
20-12-2018,660,671.55,656.4,667.05,7776239037,237519,11705260
19-12-2018,671.55,671.55,661.1,664.85,5517046525,263253,8295459
18-12-2018,686.5,686.5,674.55,676.6,5451686819,191277,8021298
17-12-2018,711.85,711.85,692.75,694.4,3334376899,95026,4778465
14-12-2018,697.45,713.7,694.4,706.05,6749101215,158039,9560576
13-12-2018,682,700,680,697.75,5191853566,187302,7521474
12-12-2018,677.1,680.65,670.6,678.5,4675985776,92411,6926183
11-12-2018,669.2,681.9,660.6,674.5,4787161579,204697,7120933
10-12-2018,669.9,683.8,665.2,669.2,3438717513,119910,5121196
07-12-2018,672,685.75,665.6,682.8,3771508979,125999,5553948
06-12-2018,676.1,685.45,664.55,668.5,5403659738,229269,8039771
05-12-2018,683,683.65,672.5,681.4,3515206694,96257,5177288
04-12-2018,672.55,688.25,671.3,685.25,5345133354,129170,7827923
03-12-2018,673.15,679,665.95,670.35,5539597359,103845,8260890
30-11-2018,661,672,660.95,667.45,6972740710,118396,10445773
29-11-2018,671,674.9,658.8,661.05,8937609219,170549,13399070
28-11-2018,640.95,668.7,640,666.4,11683706177,310146,17719890
27-11-2018,625.5,641,625.3,638.9,7800040731,200385,12285851
26-11-2018,621,628,599.85,621.45,9252894701,263089,15075209
22-11-2018,622.25,628.15,616.75,620.75,4133099492,120189,6632975
21-11-2018,640,640.05,612.1,619.1,8884401044,306110,14359086
20-11-2018,651.7,656,640.1,641.4,3474899740,105300,5384830
19-11-2018,659,662,649.25,651.7,3928880482,96075,6018930
16-11-2018,659.9,662.5,644.2,650.85,5579053175,153414,8583785
15-11-2018,654,666,646.7,656.4,3642738196,130605,5513390
14-11-2018,665.7,665.7,640.5,653.2,4750599516,174358,7323026
13-11-2018,663.5,667.75,656.3,665.7,2746782461,129103,4137808
12-11-2018,666,676.4,662.3,664.2,4767832302,120785,7118080
09-11-2018,679,679,655.5,659.5,6411724146,244092,9694143
07-11-2018,673,677.5,672,675.5,512188500.7,31522,758956
06-11-2018,667.9,675,660.65,666.45,4662445094,240509,6975525
05-11-2018,663.5,668.6,657,666,3841307501,140183,5799426
02-11-2018,665.95,675.8,660.1,662.25,4427642405,148487,6654067
01-11-2018,689.7,689.7,659.6,666.7,3932276784,125725,5860244
31-10-2018,663.9,692.95,663.05,686.4,8142844240,223319,11947995
30-10-2018,641.1,663.8,637.45,659.6,5780678040,148842,8793411
29-10-2018,633.7,650.55,631.5,644.75,4552389118,123494,7137446
26-10-2018,645.3,648.7,629.9,633.6,3477864472,111447,5464141
25-10-2018,643,656.35,636.25,648.75,5355339309,196622,8270469
24-10-2018,663,666.5,647.15,649.8,4612127164,151398,7058164
23-10-2018,675.95,682,653.3,657.6,6001591448,206699,9041701
22-10-2018,688.7,695.05,673.8,679.95,4531381462,118989,6672840
19-10-2018,687,687.7,678,683.55,7110757251,245258,10421001
17-10-2018,710,721.8,701.35,705.35,14487628785,280701,20360697
16-10-2018,710,713.9,689.4,695.25,8139197321,266266,11588963
15-10-2018,688.6,705,681.5,698.8,4301952211,121763,6222176
12-10-2018,676.4,684.05,661.5,678.8,6002268067,214848,8909221
11-10-2018,685,692.9,663.3,673.35,7427150380,285534,10985897
10-10-2018,719.9,719.9,695.4,700.45,6234700033,219744,8866251
09-10-2018,717.1,722.4,702.65,717.75,4818903577,116349,6777212
08-10-2018,725.05,728.7,709.25,714.45,5205581862,244347,7259306
05-10-2018,713,731.5,709.3,724.6,6130589981,141622,8543578
04-10-2018,728.5,729.75,702.5,707.2,4389159561,150299,6173037
03-10-2018,743.8,751.95,726.3,728.5,5752480100,184479,7792464
01-10-2018,737.5,754.9,733,746.65,6148484239,160489,8252398
28-09-2018,721,734.55,715.2,730.05,5452629800,166682,7490031
27-09-2018,722,730.8,717.45,724.8,10576733252,147797,14592616
26-09-2018,731.2,731.85,712,717.85,4756877824,110456,6599606
25-09-2018,718.25,736,717,726.2,6988194861,223780,9602273
24-09-2018,706.5,729.95,706.5,718.25,6232738763,183918,8637881
21-09-2018,713.85,717.4,692,705.3,10137378694,238115,14350769
19-09-2018,727,727,713.2,719.75,3488751299,142071,4849498
18-09-2018,730,730,717,719.1,5567951789,116715,7729732
17-09-2018,735,740,724.6,725.95,3966013456,124216,5427054
14-09-2018,741.9,745,729.05,733.7,5810118483,191430,7896514
12-09-2018,744.4,746.5,736.25,742.9,3436370099,144311,4636617
11-09-2018,735.9,744.75,732,734.3,5143145756,137146,6963561
10-09-2018,737.75,747,729.4,730.85,4145245236,112735,5629871
07-09-2018,734.35,735.15,723.8,732.8,4758936855,190264,6510605
06-09-2018,732.55,735.5,724.1,727.15,4087988682,134849,5598659
05-09-2018,741.95,744.05,725.4,729.9,6362539535,202826,8658978
04-09-2018,722,748.5,716,737.15,11359156599,258728,15370124
03-09-2018,1449,1467.9,1430,1434.25,7964966273,134643,5488164
31-08-2018,1425.1,1454.3,1421.1,1441.1,7825437138,124025,5437932
30-08-2018,1412.8,1421.55,1396.15,1416.2,8124160894,96074,5753981
29-08-2018,1433.6,1433.6,1405.15,1410.1,3989010655,89895,2823248
28-08-2018,1417.2,1438.4,1411.5,1424.7,4638524929,100357,3248445
27-08-2018,1383,1419.95,1381.4,1415.4,4930091751,132478,3506475
24-08-2018,1396.5,1401.9,1376.1,1378.3,4889394601,109805,3526500
23-08-2018,1393,1401.5,1385.35,1397.4,5374993201,180710,3858591
21-08-2018,1390,1396,1373.75,1383.95,5774338650,126003,4180741
20-08-2018,1388,1407.95,1373.5,1384.25,11183093868,249766,8050938
17-08-2018,1430.9,1437.65,1423,1430.35,4571856691,122779,3195204
16-08-2018,1414.95,1434.9,1411.25,1429.55,4727597210,115380,3313387
14-08-2018,1413.95,1424.55,1404,1408.3,4350014453,102688,3075660
13-08-2018,1390,1409.85,1378.7,1408.75,6991140982,138356,4989873
10-08-2018,1385.8,1389,1373.05,1385.45,3299401064,82581,2389760
09-08-2018,1373.65,1389.45,1373.65,1379.95,4427681633,134300,3204762
08-08-2018,1371.8,1372.5,1353.3,1362.75,2719109393,80731,1996179
07-08-2018,1374,1379.95,1360.65,1367.95,5022426261,100730,3675764
06-08-2018,1366.05,1375,1347.5,1360.65,4197345187,68270,3089465
03-08-2018,1366.2,1366.2,1356,1364.1,2702515816,70696,1985195
02-08-2018,1359.6,1366.75,1350.15,1353.65,4031719297,87744,2970371
01-08-2018,1363.8,1368.45,1351,1354.05,3169781273,106719,2337853
31-07-2018,1348.55,1370,1335.55,1365.1,5367357705,122270,3971998
30-07-2018,1370,1373,1348,1351,4348358645,193055,3204985
27-07-2018,1373.2,1389,1368.3,1373.45,4470848815,101649,3246616
26-07-2018,1378.55,1390.4,1369.2,1373.25,5070228477,139712,3681109
25-07-2018,1379,1393.8,1365.45,1383.75,4797085714,110230,3468461
24-07-2018,1374.4,1382.4,1356,1377.15,4224648379,104916,3086123
23-07-2018,1352.15,1368,1336.25,1355.95,5181886478,104002,3837851
20-07-2018,1326,1367.15,1321.3,1348.1,7913782037,149871,5852869
19-07-2018,1323,1331.9,1309.1,1316.7,3373347801,133339,2559432
18-07-2018,1339.8,1343.4,1314,1322.55,4584405277,134074,3459508
17-07-2018,1329.7,1349.5,1312.7,1327.9,7439721782,114793,5580845
16-07-2018,1317.4,1384.4,1287.7,1332.85,23785647476,357607,17672340
13-07-2018,1315,1331.6,1298.35,1317.4,12822503746,205562,9748079
12-07-2018,1326.1,1327.1,1284.45,1294.35,8621906526,189258,6636120
11-07-2018,1317.55,1342.1,1291.35,1320.45,7837362262,131426,5949916
10-07-2018,1308.5,1315.45,1294.3,1301.4,3898613178,109336,2987244
09-07-2018,1297,1303,1279.05,1298.85,4299340435,95341,3322499
06-07-2018,1290.25,1301.85,1269,1284.25,7183683022,181138,5607678
05-07-2018,1347.1,1347.25,1268.1,1284,10982144289,274864,8509951
04-07-2018,1352.05,1352.65,1338.85,1345.2,3381023805,156409,2512861
03-07-2018,1331.9,1357.9,1331.75,1353.75,5474101849,140810,4063726
02-07-2018,1314,1340,1314,1334.7,3200195814,80512,2415072
29-06-2018,1298.05,1315,1283.25,1307.2,6469891050,164216,4983300
28-06-2018,1276.3,1298,1276.25,1289.6,7093380059,159341,5498409
27-06-2018,1283.95,1293.45,1265.6,1270,4456049393,107138,3476071
26-06-2018,1269,1283.9,1266.25,1277.85,2863258907,102746,2241752
25-06-2018,1257.15,1278.8,1254,1272.45,4913363830,137153,3865589
22-06-2018,1243,1255.5,1241.2,1247.85,2714312670,91644,2171559
21-06-2018,1245.95,1256.5,1236,1246.55,3617383651,138481,2899395
20-06-2018,1248.5,1252.35,1238,1243.15,3344140004,92693,2685901
19-06-2018,1263,1263.4,1238.05,1241.6,4694786854,148052,3772850
18-06-2018,1284,1291.25,1262.35,1267.4,5229499471,127326,4107423
15-06-2018,1237,1291.5,1235,1281.25,12644285284,156513,9978880
14-06-2018,1253,1253,1234.1,1239.7,4721843711,142371,3799424
13-06-2018,1266.8,1284,1266.8,1274.8,3676982074,110178,2883464
12-06-2018,1265.75,1271.25,1250.45,1258.5,4931300156,90357,3919910
11-06-2018,1265.55,1270,1255.05,1262.4,3264923421,94087,2585645
08-06-2018,1248,1262,1246.05,1260.05,4061574692,146437,3229939
07-06-2018,1238,1258,1238,1252.45,4181210252,106204,3338113
06-06-2018,1225.2,1241.55,1220.05,1237.45,2491929870,98002,2019092
05-06-2018,1242,1242,1217,1220.85,2888924172,85171,2355431
04-06-2018,1221.1,1243,1212,1239.4,2632848474,69180,2135078
01-06-2018,1230.4,1246.25,1217.2,1220.8,3073466731,81969,2499178
31-05-2018,1211.7,1242,1210.25,1231.8,12129968289,163732,9860170
30-05-2018,1217,1228.75,1205.6,1211.7,3840109182,113600,3161533
29-05-2018,1214.05,1226.55,1206.2,1216.7,2057107218,97963,1694467
28-05-2018,1231,1232.6,1206,1214.4,3495734649,114363,2869897
25-05-2018,1230.1,1248.65,1220.8,1228.3,5514861308,165203,4450719
24-05-2018,1198,1227.55,1198,1221,5928236190,115622,4870285
23-05-2018,1195,1207.65,1181.5,1184.9,5715433184,155510,4769221
22-05-2018,1175,1198,1173.9,1193.85,3352664150,92075,2818402
21-05-2018,1179.55,1188.4,1170,1179.5,5009804970,94593,4237660
18-05-2018,1183,1186.55,1173,1183.2,4216242217,118691,3569830
17-05-2018,1196,1197.45,1173.55,1182.9,5646033906,108694,4759799
16-05-2018,1187.25,1198,1184.5,1189.95,3697718120,80951,3102502
15-05-2018,1188.1,1208,1188.1,1194.55,3357654925,169798,2805987
14-05-2018,1184.35,1191.5,1170,1189.3,2624191631,118716,2216047
11-05-2018,1172.3,1183.2,1166.05,1180.75,1944465077,51911,1655853
10-05-2018,1176,1183,1162.85,1168,1866843840,55801,1591431
09-05-2018,1167.5,1176.9,1163,1170.7,2213260047,50914,1891752
08-05-2018,1177.9,1177.9,1161.05,1165.55,3338246179,121067,2859278
07-05-2018,1181.25,1190,1175.5,1183,2740857605,66189,2319480
04-05-2018,1185,1186,1155,1173.1,3510129249,92619,3011684
03-05-2018,1197.25,1204.7,1176.1,1182.55,3187761546,114003,2666115
02-05-2018,1198.9,1201.6,1181,1197.05,6139572653,98610,5147521
30-04-2018,1181.7,1207.95,1180.65,1199.5,3306404000.25,80599,2755839
27-04-2018,1180,1191.6,1174.2,1185.2,4536321753,103259,3831685
26-04-2018,1174,1181.65,1160,1176.45,6627322945,120489,5651042
25-04-2018,1152,1171,1145.2,1160.35,6729546265,122892,5797089
24-04-2018,1185,1196.4,1150.1,1154.5,4982039811,87918,4263108
23-04-2018,1168,1214.4,1155.25,1187.7,12954180381,190031,10915319
20-04-2018,1139,1193.7,1136.95,1178.45,14221070742,213680,12136346
19-04-2018,1124,1139.8,1123.1,1132.85,4828035904,119470,4262771
18-04-2018,1122.85,1134.75,1113.85,1125.95,5863305787,121114,5215190
17-04-2018,1127,1127.4,1115,1125.2,5831317996,203792,5198970
16-04-2018,1102,1140,1102,1133.2,13927236193,201992,12372542
13-04-2018,1174,1185.9,1150.25,1171.45,12442924999,180965,10613519
12-04-2018,1129.45,1172.75,1125,1162.6,9866189147,216130,8522183
11-04-2018,1118,1131.5,1116.5,1124.25,5075891573,102586,4512787
10-04-2018,1112,1124.5,1105.4,1113.4,4979728695,144468,4463029
09-04-2018,1125,1125.8,1106.55,1111.25,4008832077,171118,3601441
06-04-2018,1143,1146,1122.1,1127,3351285043,137277,2968871
05-04-2018,1139.55,1151.3,1129.1,1147.55,4427993460,101745,3881772
04-04-2018,1144,1144.55,1120,1124.2,2723878713,137029,2406651
03-04-2018,1134.7,1143.55,1128.1,1140.45,2314226757,114034,2038584
02-04-2018,1141,1149.55,1121.3,1137.15,4584716920,142078,4036351
28-03-2018,1150.75,1150.75,1126.25,1131.8,7134252851,118878,6279161
27-03-2018,1160,1161.3,1150.1,1154,2194657346,67860,1901044
26-03-2018,1166.9,1166.9,1144,1155.25,5149317139,101964,4465361
23-03-2018,1147,1173.8,1142.35,1167.6,6992254285,117145,6004042
22-03-2018,1164.5,1177.45,1155.3,1161.3,3977430906,82774,3406584
21-03-2018,1170,1175.5,1162.2,1167.5,4506270593,121529,3846497
20-03-2018,1148.6,1170,1148.6,1164.55,4960076508,111232,4276883
19-03-2018,1164,1180.5,1142.65,1146.75,4353937862,114366,3763310
16-03-2018,1182,1182.4,1169.25,1171.9,10530177258,156251,8977413
15-03-2018,1180,1188.4,1172,1182.5,3602569982,49232,3050750
14-03-2018,1180,1190.6,1169.1,1180.8,2614111790,54069,2214855
13-03-2018,1180.2,1197,1175.15,1183.8,5093652781,101093,4290526
12-03-2018,1176,1191.85,1171.75,1185.75,4553456409,82530,3838485
09-03-2018,1162.35,1166,1155.55,1163.4,2453138902,83674,2110482
08-03-2018,1149,1165.8,1149,1156.65,3529721779,110975,3046507
07-03-2018,1155,1160,1138.05,1144.1,3657594848,91049,3185208
06-03-2018,1162.55,1165.4,1143.6,1151.35,3872054670,123734,3344867
05-03-2018,1160.75,1170.8,1143.25,1155.9,4693511961,150137,4050728
01-03-2018,1169.6,1169.6,1156.05,1160.75,3822336358,95568,3289926
28-02-2018,1147.6,1189.5,1142.55,1172.6,10120034870,229051,8634208
27-02-2018,1144.95,1153.65,1125.65,1150.2,3768101539,140175,3308013
26-02-2018,1151,1155.05,1134.35,1138.6,2904793410,76083,2541804
23-02-2018,1163.5,1166,1146.75,1155.65,5477635155,128746,4729914
22-02-2018,1145.55,1164,1140.45,1160.75,10333995037,151810,8929987
21-02-2018,1147.5,1151.9,1140,1147.4,7897738207,169230,6885679
20-02-2018,1103.75,1149.5,1103.75,1136.95,4101611225,97878,3594297
19-02-2018,1128.4,1136,1120.3,1131.75,3648227633,83364,3230920
16-02-2018,1125,1141.65,1118.1,1128.05,5579126434,108882,4944611
